"Gene","Bead","Sup","Enrichment","P"
"Entpd8",0.02,0.01,2.79,"      NA"
"Rgr",0.02,0.03,2.78,"      NA"
"Vmn1r20",0.05,0.03,2.78,"      NA"
"BC049739",0.03,0.01,2.77,"      NA"
"Serpina1c",0.08,0.02,2.77,"      NA"
"4930486L24Rik",0.02,0.01,2.76,"      NA"
"Scp2d1",0.06,0.02,2.76,"      NA"
"Foxd4",0,0.02,2.76,"      NA"
"Olfr725",0,0.02,2.76,"      NA"
"Iglc3",0,0.03,2.75,"      NA"
"Zfp968",0.02,0.01,2.75,"      NA"
"Ppbp",0.07,0.02,2.75,"      NA"
"5830416I19Rik",0.03,0.01,2.75,"      NA"
"Platr5",0.03,0.01,2.74,"      NA"
"4932415M13Rik",0.1,0.03,2.73,"      NA"
"Olfr106-ps",0.07,0.01,2.73,"      NA"
"Olfr11",0.02,0.01,2.73,"      NA"
"4933433F19Rik",0.1,0.02,2.73,"      NA"
"Zfp735",0.08,0.03,2.73,"      NA"
"1700029N11Rik",0.04,0.01,2.73,"      NA"
"Vmn1r13",0.04,0.01,2.73,"      NA"
"Slc10a2",0.14,0.02,2.72,"      NA"
"Olfr649",0.02,0.02,2.71,"      NA"
"4930532M18Rik",0.02,0.01,2.71,"      NA"
"Skint1",0.07,0.01,2.71,"      NA"
"Olfr735",0.06,0.02,2.7,"      NA"
"Elovl3",0.02,0.02,2.7,"      NA"
"Hist1h2af",0.02,0.03,2.7,"      NA"
"Mup5",0,0.01,2.69,"      NA"
"Hoxb8",0.02,0.04,2.69,"      NA"
"Olfr1208",0.02,0.02,2.69,"      NA"
"EU599041",0.07,0.01,2.69,"      NA"
"Platr20",0.04,0.02,2.69,"      NA"
"4933402N22Rik",0.04,0.02,2.68,"      NA"
"4922502D21Rik",0.02,0.01,2.68,"      NA"
"Vmn1r28",0.02,0.01,2.68,"      NA"
"Pinc",0.02,0.01,2.67,"      NA"
"Olfr1090",0.03,0.02,2.67,"      NA"
"Hoxc5",0.04,0.01,2.66,"      NA"
"Ptchd3",0.02,0.01,2.66,"      NA"
"Apol11b",0.02,0.01,2.66,"      NA"
"Bpifb4",0.13,0.03,2.65,"      NA"
"Entpd4",0.02,0.01,2.65,"      NA"
"Guca2a",0.02,0.01,2.65,"      NA"
"Gprc6a",0,0.01,2.65,"      NA"
"BC037156",0,0.01,2.65,"      NA"
"C330004P14Rik",0.07,0.02,2.65,"      NA"
"Klrb1c",0.02,0.01,2.65,"      NA"
"Scgb2b27",0,0.01,2.64,"      NA"
"Vmn1r32",0.04,0.02,2.64,"      NA"
"Aqp8",0.07,0.02,2.63,"      NA"
"Smr3a",0,0.14,2.63,"      NA"
"Olfr979",0.07,0.01,2.63,"      NA"
"Klrc1",0.12,0.01,2.62,"      NA"
"Ccr3",0.02,0.01,2.62,"      NA"
"Erv3",0.03,0.01,2.62,"      NA"
"Mnx1",0.04,0.01,2.62,"      NA"
"Vmn2r76",0.14,0.06,2.59,"      NA"
"Slfn1",0.04,0.03,2.59,"      NA"
"Olfr1130",0.02,0.02,2.59,"      NA"
"Olfr677",0.02,0.02,2.58,"      NA"
"Pnpla1os",0.08,0.01,2.58,"      NA"
"Rnf222",0.09,0.02,2.57,"      NA"
"Hsd3b1",0.07,0.02,2.56,"      NA"
"Sval2",0.02,0.03,2.55,"      NA"
"Usp17lc",0.02,0.01,2.54,"      NA"
"Olfr424",0.08,0.02,2.54,"      NA"
"Esp24",0.02,0.01,2.54,"      NA"
"Gfy",0.02,0.01,2.53,"      NA"
"Klhdc7b",0.07,0.02,2.53,"      NA"
"Dhrs7c",0.02,0.01,2.53,"      NA"
"Umod",0.02,0.01,2.53,"      NA"
"Olfr804",0.02,0.01,2.53,"      NA"
"Olfr319",0.04,0.02,2.52,"      NA"
"Duxf3",0.02,0.01,2.52,"      NA"
"E330014E10Rik",0.04,0.01,2.52,"      NA"
"Msmb",0.03,0.01,2.52,"      NA"
"Olfr1189",0.05,0.03,2.52,"      NA"
"Olfr943",0.04,0.02,2.52,"      NA"
"4930442G15Rik",0.04,0.01,2.52,"      NA"
"Usp17la",0.02,0.01,2.51,"      NA"
"Vmn1r74",0,0.01,2.51,"      NA"
"Mup21",0.02,0.01,2.51,"      NA"
"Olfr1215",0.02,0.01,2.51,"      NA"
"Cst12",0.1,0.03,2.51,"      NA"
"3110099E03Rik",0.02,0.01,2.5,"      NA"
"Sult2a1",0.03,0.02,2.5,"      NA"
"Lkaaear1",0.02,0.01,2.5,"      NA"
"Vmn2r10",0.03,0.01,2.5,"      NA"
"Olfr285",0.07,0.01,2.49,"      NA"
"Olfr907",0.03,0.01,2.49,"      NA"
"Sbp",0.02,0.03,2.49,"      NA"
"Klri2",0.02,0.01,2.49,"      NA"
"9030616G12Rik",0.04,0.02,2.49,"      NA"
"Nanp",0.06,0.04,2.49,"      NA"
"Mmp13",0.04,0.02,2.49,"      NA"
"Cd300ld",0.02,0.01,2.49,"      NA"
"Olfr128",0,0.02,2.48,"      NA"
"Olfr971",0.02,0.02,2.48,"      NA"
"Olfr1338",0,0.01,2.48,"      NA"
"Ctla2a",0.08,0.03,2.48,"      NA"
"Olfr1354",0,0.01,2.48,"      NA"
"Olfr726",0.02,0.02,2.47,"      NA"
"Gphb5",0.04,0.02,2.47,"      NA"
"Tacr2",0.07,0.02,2.47,"      NA"
"Ighg3",0,0.02,2.47,"      NA"
"Hist1h3h",0.03,0.01,2.47,"      NA"
"2810404F17Rik",0.04,0.02,2.46,"      NA"
"Ccr7",0,0.02,2.46,"      NA"
"Pex11b",0.07,0.01,2.46,"      NA"
"Olfr532",0.04,0.02,2.46,"      NA"
"G530012D18Rik",0.07,0.01,2.46,"      NA"
"Olfr1416",0.16,0.02,2.45,"      NA"
"Anapc15-ps",0.05,0.02,2.45,"      NA"
"Gdf3",0,0.03,2.45,"      NA"
"Lrit1",0,0.07,2.45,"      NA"
"Prss39",0,0.01,2.45,"      NA"
"Vmn1r18",0.02,0.02,2.45,"      NA"
"1700092C02Rik",0,0.01,2.44,"      NA"
"Hist1h3b",0.02,0.01,2.44,"      NA"
"Vmn1r46",0.02,0.01,2.44,"      NA"
"Gpbar1",0.02,0.01,2.44,"      NA"
"Adam20",0.02,0.01,2.44,"      NA"
"Dcpp3",0.05,0.01,2.44,"      NA"
"Olfr1175-ps",0.04,0.02,2.43,"      NA"
"Olfr1472",0.04,0.02,2.43,"      NA"
"Olfr5",0.04,0.01,2.43,"      NA"
"Mymx",0,0.01,2.43,"      NA"
"Enpp7",0.02,0.01,2.43,"      NA"
"Fam170b",0.02,0.01,2.43,"      NA"
"Olfr125",0.09,0.02,2.43,"      NA"
"1700016H03Rik",0.11,0.02,2.43,"      NA"
"5033426E14Rik",0.17,0.03,2.42,"      NA"
"Ugt2b38",0.03,0.01,2.42,"      NA"
"Krt5",0,0.01,2.42,"      NA"
"Il1f9",0,0.01,2.42,"      NA"
"4833407H14Rik",0,0.01,2.42,"      NA"
"Bglap3",0.04,0.02,2.42,"      NA"
"Olfr877",0.02,0.01,2.42,"      NA"
"Klk1b27",0.04,0.01,2.41,"      NA"
"Ssxb6",0.02,0.01,2.41,"      NA"
"Tas2r143",0.09,0.01,2.4,"      NA"
"Itih1",0.07,0.01,2.4,"      NA"
"Olfr1313",0.14,0.02,2.4,"      NA"
"Cylc2",0.04,0.02,2.4,"      NA"
"Prss2",0.03,0.01,2.4,"      NA"
"Vmn1r29",0.12,0.03,2.39,"      NA"
"Tff3",0.03,0.02,2.39,"      NA"
"Efhd1os",0,0.02,2.39,"      NA"
"Iglc1",0,0.08,2.39,"      NA"
"Olfr1440",0.04,0.01,2.39,"      NA"
"1700011M02Rik",0.08,0.03,2.38,"      NA"
"Olfr857",0.02,0.01,2.38,"      NA"
"Tcf23",0,0.01,2.38,"      NA"
"1700025L06Rik",0.04,0.02,2.38,"      NA"
"Vmn2r106",0,0.02,2.38,"      NA"
"Olfr464",0,0.01,2.38,"      NA"
"Klra3",0.04,0.02,2.38,"      NA"
"Olfr822",0,0.01,2.38,"      NA"
"Sftpa1",0,0.01,2.38,"      NA"
"Olfr1260",0.09,0.02,2.37,"      NA"
"Dsg4",0.03,0.02,2.37,"      NA"
"Sva",0,0.03,2.37,"      NA"
"Olfr571",0.07,0.01,2.37,"      NA"
"Ighg2b",0.02,0.01,2.37,"      NA"
"4930444E06Rik",0.08,0.03,2.37,"      NA"
"Hbq1b",0.02,0.01,2.37,"      NA"
"Sprr2i",0,0.03,2.36,"      NA"
"Smok2a",0,0.01,2.36,"      NA"
"Clec4e",0,0.03,2.36,"      NA"
"Fam25c",0,0.01,2.36,"      NA"
"Olfr411",0,0.02,2.36,"      NA"
"Clec4f",0.1,0.04,2.36,"      NA"
"P2ry10",0,0.03,2.36,"      NA"
"Olfr672",0.02,0.01,2.36,"      NA"
"Olfr709-ps1",0.07,0.03,2.36,"      NA"
"Hist1h2an",0,0.02,2.36,"      NA"
"H2al3",0,0.01,2.36,"      NA"
"Trav3-4",0,0.01,2.36,"      NA"
"Olfr1321",0,0.01,2.36,"      NA"
"Ssx9",0.13,0.04,2.36,"      NA"
"Spert",0.11,0.03,2.36,"      NA"
"Etv2",0.02,0.02,2.36,"      NA"
"1700008K24Rik",0.13,0.03,2.35,"      NA"
"Hist1h3c",0,0.03,2.35,"      NA"
"Shbg",0.02,0.02,2.35,"      NA"
"1700027F09Rik",0,0.01,2.35,"      NA"
"Hba-x",0,0.09,2.35,"      NA"
"4930432H08Rik",0,0.01,2.35,"      NA"
"1700028I16Rik",0.06,0.02,2.35,"      NA"
"Lbx1",0,0.02,2.35,"      NA"
"Cd300ld3",0,0.04,2.34,"      NA"
"Kera",0,0.01,2.34,"      NA"
"Mefv",0,0.04,2.34,"      NA"
"4930459C07Rik",0.02,0.01,2.34,"      NA"
"Mt4",0,0.01,2.34,"      NA"
"Ccer1",0,0.01,2.34,"      NA"
"Ms4a2",0.02,0.01,2.33,"      NA"
"2310057J18Rik",0,0.03,2.33,"      NA"
"Psg23",0.04,0.03,2.33,"      NA"
"Reg3g",0,0.02,2.32,"      NA"
"Ifnab",0.02,0.02,2.31,"      NA"
"Prr9",0,0.01,2.31,"      NA"
"Ifi214",0,0.01,2.31,"      NA"
"Hist1h4m",0.07,0.02,2.31,"      NA"
"Platr13",0.09,0.03,2.31,"      NA"
"Olfr1555-ps1",0,0.03,2.31,"      NA"
"4930518J21Rik",0.1,0.03,2.3,"      NA"
"4930550C17Rik",0.11,0.02,2.3,"      NA"
"Olfr371",0.02,0.01,2.29,"      NA"
"Fabp2",0.07,0.03,2.29,"      NA"
"4930423M02Rik",0.02,0.01,2.28,"      NA"
"Vmn2r93",0.02,0.01,2.28,"      NA"
"Krt16",0,0.01,2.28,"      NA"
"1700011L03Rik",0.02,0.02,2.28,"      NA"
"Glyatl3",0.07,0.02,2.28,"      NA"
"Pvrig",0,0.01,2.27,"      NA"
"Grm6",0.02,0.01,2.27,"      NA"
"Gstp3",0.02,0.02,2.27,"      NA"
"Psg20",0.11,0.03,2.26,"      NA"
"Stpg3",0.02,0.01,2.26,"      NA"
"2310044K18Rik",0.03,0.01,2.26,"      NA"
"Cldn22",0,0.01,2.26,"      NA"
"Dsc1",0.02,0.03,2.26,"      NA"
"Vmn2r110",0.03,0.01,2.26,"      NA"
"Sohlh1",0.02,0.01,2.25,"      NA"
"Trdv1",0,0.01,2.25,"      NA"
"Klk13",0.06,0.02,2.25,"      NA"
"H1fnt",0.09,0.02,2.25,"      NA"
"Scgb1a1",0,0.01,2.25,"      NA"
"Olfr1271",0.07,0.05,2.25,"      NA"
"Olfr51",0.11,0.03,2.25,"      NA"
"Pip",0,0.05,2.25,"      NA"
"Vmn1r58",0.04,0.03,2.25,"      NA"
"5033428I22Rik",0.04,0.02,2.25,"      NA"
"Defb4",0.07,0.02,2.25,"      NA"
"C530025M09Rik",0,0.01,2.24,"      NA"
"Vmn1r181",0.04,0.01,2.24,"      NA"
"Ly6i",0.03,0.01,2.24,"      NA"
"4930465I24Rik",0.03,0.01,2.24,"      NA"
"C430039J16Rik",0.09,0.03,2.23,"      NA"
"2410141K09Rik",0,0.02,2.23,"      NA"
"Defb36",0.02,0.02,2.23,"      NA"
"Vmn1r51",0.04,0.03,2.23,"      NA"
"1700009J07Rik",0.07,0.01,2.22,"      NA"
"Sh2d5",0.15,0.03,2.22,"      NA"
"Defb22",0.07,0.01,2.22,"      NA"
"Myod1",0.06,0.03,2.22,"      NA"
"Myf5",0,0.03,2.22,"      NA"
"Vmn2r94",0,0.02,2.21,"      NA"
"1700039M15Rik",0,0.02,2.21,"      NA"
"Klra7",0,0.01,2.21,"      NA"
"Olfr1138",0,0.01,2.21,"      NA"
"4930598F16Rik",0.18,0.03,2.21,"      NA"
"Nat3",0.02,0.02,2.21,"      NA"
"Ivl",0,0.01,2.21,"      NA"
"Olfr1355",0,0.01,2.2,"      NA"
"Myf6",0.08,0.02,2.2,"      NA"
"H2afb1",0,0.04,2.2,"      NA"
"Ticam2",0.03,0.09,2.2,"      NA"
"Bglap2",0.06,0.03,2.2,"      NA"
"Vmn1r49",0,0.02,2.2,"      NA"
"4930423D24Rik",0,0.01,2.2,"      NA"
"Hist2h2aa2",0,0.02,2.2,"      NA"
"Krt83",0,0.02,2.19,"      NA"
"Mmp25",0.07,0.04,2.19,"      NA"
"Aadac",0.13,0.04,2.19,"      NA"
"Gje1",0.02,0.02,2.19,"      NA"
"Rubie",0.07,0.06,2.19,"      NA"
"Wfdc21",0,0.01,2.19,"      NA"
"Prr32",0,0.01,2.19,"      NA"
"Vmn2r12",0,0.02,2.19,"      NA"
"Olfr732",0.04,0.02,2.19,"      NA"
"Sit1",0.02,0.02,2.19,"      NA"
"Slurp2",0.07,0.02,2.19,"      NA"
"Prl8a2",0,0.01,2.18,"      NA"
"Vmn1r72",0,0.02,2.18,"      NA"
"Ly6g5c",0,0.02,2.18,"      NA"
"4930408K08Rik",0,0.02,2.18,"      NA"
"Olfr1444",0,0.02,2.18,"      NA"
"Tmprss3",0,0.02,2.18,"      NA"
"Olfr784",0.02,0.02,2.17,"      NA"
"Olfr406",0,0.02,2.17,"      NA"
"Apol7c",0,0.02,2.17,"      NA"
"Actl7b",0.15,0.03,2.17,"      NA"
"Psg17",0.07,0.02,2.17,"      NA"
"Olfr1441",0.02,0.03,2.17,"      NA"
"Gpx5",0,0.03,2.17,"      NA"
"Tmem238l",0.04,0.01,2.17,"      NA"
"Olfr465-ps1",0,0.01,2.17,"      NA"
"Pabpc6",0.02,0.01,2.17,"      NA"
"4930521O17Rik",0.09,0.02,2.17,"      NA"
"4930555A03Rik",0,0.02,2.17,"      NA"
"Lypd4",0,0.02,2.17,"      NA"
"4930556L07Rik",0,0.01,2.17,"      NA"
"Fcrl6",0.09,0.02,2.17,"      NA"
"I730028E13Rik",0,0.02,2.16,"      NA"
"Adam25",0,0.01,2.16,"      NA"
"Olfr985",0,0.01,2.16,"      NA"
"G6pc",0,0.03,2.16,"      NA"
"9530034A14Rik",0,0.01,2.16,"      NA"
"Cdx4",0,0.01,2.16,"      NA"
"Krtap14",0,0.02,2.16,"      NA"
"Olfr554",0,0.01,2.16,"      NA"
"1700054A03Rik",0.11,0.03,2.16,"      NA"
"Bpifa5",0,0.02,2.16,"      NA"
"Defb18",0,0.03,2.16,"      NA"
"Ces2e",0,0.03,2.16,"      NA"
"Ces1f",0.07,0.02,2.16,"      NA"
"Ceacam13",0,0.02,2.16,"      NA"
"1700092M07Rik",0,0.02,2.16,"      NA"
"Trap1a",0,0.01,2.16,"      NA"
"Olfr1302",0,0.02,2.16,"      NA"
"Krt33b",0.04,0.03,2.16,"      NA"
"Olfr1404",0.02,0.02,2.15,"      NA"
"Cryaa",0,0.04,2.15,"      NA"
"Vmn1r195",0.04,0.02,2.15,"      NA"
"4930465M20Rik",0,0.01,2.15,"      NA"
"Rnase12",0,0.03,2.15,"      NA"
"1700092E19Rik",0.04,0.03,2.15,"      NA"
"Olfr398",0.07,0.03,2.15,"      NA"
"Jmjd7",0,0.03,2.15,"      NA"
"Ppp1r27",0,0.02,2.15,"      NA"
"Hoxb6",0.02,0.05,2.15,"      NA"
"Apcs",0.07,0.02,2.15,"      NA"
"1700003H04Rik",0,0.02,2.15,"      NA"
"Olfr58",0,0.01,2.15,"      NA"
"Olfr648",0.02,0.02,2.15,"      NA"
"Retnlb",0,0.01,2.15,"      NA"
"H2al1k",0,0.02,2.15,"      NA"
"4930596D02Rik",0,0.03,2.15,"      NA"
"Cyp2d11",0.09,0.03,2.15,"      NA"
"4930526H09Rik",0.02,0.02,2.14,"      NA"
"F630042J09Rik",0.07,0.02,2.14,"      NA"
"Krtap5-3",0,0.01,2.14,"      NA"
"4930442H23Rik",0,0.02,2.14,"      NA"
"Krt72",0,0.01,2.14,"      NA"
"Prss23os",0,0.01,2.14,"      NA"
"Zfp683",0,0.02,2.14,"      NA"
"Olfr975",0.13,0.04,2.14,"      NA"
"Olfr869",0.1,0.05,2.14,"      NA"
"Halr1",0.06,0.05,2.14,"      NA"
"Ms4a3",0,0.01,2.14,"      NA"
"Serpina3f",0,0.01,2.14,"      NA"
"Kcnk16",0,0.02,2.14,"      NA"
"Chrna2",0.04,0.03,2.14,"      NA"
"4930503B20Rik",0,0.01,2.13,"      NA"
"Pira2",0.05,0.09,2.13,"      NA"
"Olfr1357",0,0.03,2.13,"      NA"
"Teddm1a",0.09,0.04,2.13,"      NA"
"Olfr1382",0.09,0.02,2.13,"      NA"
"Olfr466",0.02,0.02,2.12,"      NA"
"Defa24",0,0.03,2.12,"      NA"
"Hoxb5",0.02,0.04,2.12,"      NA"
"Mbd3l1",0.16,0.04,2.12,"      NA"
"Cd209g",0.09,0.02,2.12,"      NA"
"A530064D06Rik",0,0.01,2.11,"      NA"
"Ces1a",0.08,0.02,2.11,"      NA"
"Fev",0.1,0.05,2.11,"      NA"
"Csn1s2b",0.07,0.08,2.11,"      NA"
"Vmn2r70",0.04,0.04,2.11,"      NA"
"Pabpn1l",0.02,0.02,2.11,"      NA"
"Olfr987",0.03,0.01,2.11,"      NA"
"1700019C18Rik",0,0.02,2.11,"      NA"
"Chrnd",0.04,0.02,2.1,"      NA"
"9330162B11Rik",0.12,0.05,2.1,"      NA"
"Actl9",0.02,0.02,2.1,"      NA"
"1700066C05Rik",0,0.01,2.1,"      NA"
"5430403N17Rik",0.11,0.04,2.1,"      NA"
"Olfr310",0,0.02,2.1,"      NA"
"Krt87",0,0.02,2.09,"      NA"
"Elobl",0.02,0.03,2.09,"      NA"
"Olfr1386",0,0.02,2.09,"      NA"
"Xlr5b",0.05,0.02,2.09,"      NA"
"A830019L24Rik",0.1,0.03,2.09,"      NA"
"Serpinb9e",0.09,0.03,2.09,"      NA"
"Olfr1347",0.03,0.02,2.08,"      NA"
"Clca1",0.02,0.02,2.08,"      NA"
"Zfp456",0.02,0.01,2.08,"      NA"
"Prps1l1",0,0.01,2.08,"      NA"
"Olfr153",0,0.01,2.08,"      NA"
"Vmn2r47",0,0.02,2.08,"      NA"
"Olfr318",0.09,0.02,2.08,"      NA"
"Olfr633",0.09,0.04,2.08,"      NA"
"Iqcf1",0.08,0.03,2.08,"      NA"
"Hbb-y",0.03,0.16,2.08,"      NA"
"Klf17",0.13,0.03,2.08,"      NA"
"Cpn2",0.04,0.01,2.08,"      NA"
"Olfr1029",0,0.01,2.08,"      NA"
"Myl10",0.07,0.03,2.07,"      NA"
"4933433N18Rik",0,0.01,2.07,"      NA"
"Olfr38",0,0.03,2.07,"      NA"
"Eef1akmt4",0.02,0.01,2.07,"      NA"
"1700039E22Rik",0.06,0.03,2.07,"      NA"
"Pilrb1",0,0.01,2.07,"      NA"
"Obox5",0,0.02,2.07,"      NA"
"Olfr667",0,0.01,2.07,"      NA"
"Olfr1137",0.04,0.03,2.06,"      NA"
"Olfr172",0,0.02,2.06,"      NA"
"Zfp7",0,0.02,2.06,"      NA"
"Cst13",0.02,0.02,2.06,"      NA"
"Reg1",0,0.02,2.06,"      NA"
"Psg26",0,0.02,2.06,"      NA"
"Tsga8",0.02,0.02,2.06,"      NA"
"2210417A02Rik",0,0.02,2.06,"      NA"
"Kbtbd13",0,0.03,2.06,"      NA"
"Gpr31b",0,0.03,2.05,"      NA"
"Itgam",0,0.03,2.05,"      NA"
"Il13",0.04,0.02,2.05,"      NA"
"F730311O21Rik",0.04,0.03,2.05,"      NA"
"Wdr74",0,0.02,2.05,"      NA"
"Vmn2r46",0.07,0.1,2.05,"      NA"
"Olfr1247",0.15,0.06,2.05,"      NA"
"Pyy",0.02,0.08,2.05,"      NA"
"Krt6a",0.02,0.02,2.05,"      NA"
"Cd5l",0.02,0.15,2.05,"      NA"
"Olfr651",0.02,0.02,2.05,"      NA"
"Bpifb6",0.02,0.02,2.05,"      NA"
"Cdhr4",0,0.02,2.05,"      NA"
"Vmn1r220",0,0.02,2.05,"      NA"
"Iglc2",0.02,0.03,2.05,"      NA"
"Ube2uos",0.02,0.02,2.05,"      NA"
"Olfr1276",0.11,0.03,2.04,"      NA"
"Hoxb2",0,0.02,2.04,"      NA"
"1700010I02Rik",0.02,0.02,2.04,"      NA"
"Adam39",0,0.01,2.04,"      NA"
"4930587A21Rik",0,0.02,2.04,"      NA"
"Rbakdn",0,0.02,2.04,"      NA"
"Tpsb2",0,0.02,2.04,"      NA"
"Sell",0,0.02,2.04,"      NA"
"Ssu2",0.13,0.03,2.04,"      NA"
"1700029P11Rik",0,0.02,2.04,"      NA"
"Olig3",0,0.02,2.03,"      NA"
"Alox12e",0.02,0.02,2.03,"      NA"
"Prm3",0.02,0.02,2.03,"      NA"
"Stra8",0,0.03,2.03,"      NA"
"Sept12",0,0.01,2.03,"      NA"
"Cav3",0.02,0.03,2.03,"      NA"
"Vmn2r49",0,0.03,2.03,"      NA"
"Olfr1195",0.05,0.03,2.03,"      NA"
"Rdh7",0,0.02,2.03,"      NA"
"Speer2",0.04,0.02,2.03,"      NA"
"Crygs",0.06,0.04,2.03,"      NA"
"1700122O11Rik",0,0.02,2.03,"      NA"
"Olfr1178",0,0.02,2.03,"      NA"
"Esp8",0,0.02,2.03,"      NA"
"Iqcf5",0,0.01,2.03,"      NA"
"Vmn1r87",0,0.02,2.03,"      NA"
"Cdca5",0.09,0.06,2.03,"      NA"
"Clrn3",0,0.03,2.03,"      NA"
"Ly6c2",0,0.03,2.03,"      NA"
"Vmn1r210",0.02,0.02,2.02,"      NA"
"1700030O20Rik",0.12,0.04,2.02,"      NA"
"8430437L04Rik",0,0.02,2.02,"      NA"
"Uba1y",0,0.04,2.02,"      NA"
"1700010D01Rik",0,0.01,2.02,"      NA"
"Klk1",0,0.01,2.02,"      NA"
"4930568E12Rik",0.09,0.03,2.02,"      NA"
"Rpl9-ps1",0,0.02,2.02,"      NA"
"Olfr624",0,0.01,2.02,"      NA"
"Prol1",0,0.01,2.02,"      NA"
"G6pd2",0,0.02,2.02,"      NA"
"Prl8a6",0,0.02,2.02,"      NA"
"Rhox4f",0,0.02,2.02,"      NA"
"Aadacl3",0.04,0.03,2.02,"      NA"
"Lcn12",0,0.02,2.02,"      NA"
"Olfr981",0,0.02,2.02,"      NA"
"Olfr1156",0.04,0.02,2.02,"      NA"
"Rab43",0,0.03,2.01,"      NA"
"Cd207",0.13,0.03,2.01,"      NA"
"Olfr1489",0,0.02,2.01,"      NA"
"Il22ra2",0,0.02,2.01,"      NA"
"2310069B03Rik",0,0.01,2.01,"      NA"
"Cyp4a10",0.14,0.04,2.01,"      NA"
"Olfr705",0,0.02,2.01,"      NA"
"Ccl20",0,0.02,2.01,"      NA"
"Csf2",0,0.01,2.01,"      NA"
"D030007L05Rik",0,0.02,2.01,"      NA"
"Olfr700",0,0.01,2.01,"      NA"
"Olfr1350",0,0.01,2.01,"      NA"
"Cela3a",0.19,0.03,2.01,"      NA"
"4930546C10Rik",0,0.01,2.01,"      NA"
"Hist1h3g",0,0.01,2.01,"      NA"
"1700029M20Rik",0,0.02,2,"      NA"
"Hoxc13",0.07,0.02,2,"      NA"
"Serpinb9b",0.07,0.02,2,"      NA"
"Serpina1e",0.02,0.03,2,"      NA"
"Obp2a",0,0.01,2,"      NA"
"Gpr15",0,0.02,2,"      NA"
"Dhh",0,0.02,2,"      NA"
"Iqcf6",0,0.02,2,"      NA"
"Olfr1131",0.02,0.02,2,"      NA"
"Olfr1431",0,0.01,2,"      NA"
"Slc13a2",0.07,0.02,1.99,"      NA"
"Reg3a",0,0.02,1.99,"      NA"
"6030469F06Rik",0,0.01,1.99,"      NA"
"BC147527",0.07,0.02,1.99,"      NA"
"Lypd5",0.04,0.03,1.98,"      NA"
"Vmn2r41",0.04,0.03,1.98,"      NA"
"Trdv4",0,0.02,1.98,"      NA"
"4930533I22Rik",0.02,0.04,1.98,"      NA"
"Olfr983",0.04,0.02,1.98,"      NA"
"E130120K24Rik",0.04,0.02,1.97,"      NA"
"Vmn1r15",0,0.03,1.97,"      NA"
"Hils1",0,0.03,1.97,"      NA"
"Gata6",0.04,0.1,1.97,"      NA"
"Adam26a",0.13,0.07,1.97,"      NA"
"Olfr538",0,0.02,1.97,"      NA"
"Galnt2",0.03,0.03,1.97,"      NA"
"Krtap28-10",0.02,0.02,1.97,"      NA"
"Vmn2r31",0,0.02,1.96,"      NA"
"Olfr569",0,0.02,1.96,"      NA"
"Sumo3",0.11,0.04,1.96,"      NA"
"Klra1",0.03,0.03,1.96,"      NA"
"Hoxd1",0,0.02,1.96,"      NA"
"Spam1",0,0.02,1.96,"      NA"
"Ccdc42os",0.13,0.03,1.96,"      NA"
"A930104D05Rik",0.03,0.09,1.96,"      NA"
"Olfr1391",0.1,0.03,1.95,"      NA"
"1700025B11Rik",0.07,0.03,1.95,"      NA"
"Prnp",0.06,0.03,1.95,"      NA"
"Ces2b",0,0.02,1.95,"      NA"
"1700016P04Rik",0,0.02,1.94,"      NA"
"Olfr370",0.1,0.05,1.94,"      NA"
"Foxi2",0,0.02,1.94,"      NA"
"Olfr1484",0,0.02,1.94,"      NA"
"Olfr49",0,0.02,1.94,"      NA"
"Bsnd",0,0.02,1.93,"      NA"
"Olfr1494",0,0.03,1.93,"      NA"
"Tktl2",0,0.02,1.93,"      NA"
"Ighe",0,0.02,1.93,"      NA"
"Teddm1b",0.16,0.04,1.93,"      NA"
"Olfr109",0,0.01,1.93,"      NA"
"Vmn2r45",0.14,0.04,1.93,"      NA"
"1700010B08Rik",0,0.01,1.93,"      NA"
"Olfr984",0.03,0.03,1.93,"      NA"
"Duoxa2",0,0.01,1.93,"      NA"
"Fbxo39",0,0.02,1.93,"      NA"
"1700013N06Rik",0.02,0.02,1.93,"      NA"
"Gsdmc2",0,0.02,1.93,"      NA"
"Sdr16c6",0.03,0.02,1.93,"      NA"
"1700074P13Rik",0,0.02,1.92,"      NA"
"Olfr149",0,0.02,1.92,"      NA"
"1700031P21Rik",0.11,0.03,1.92,"      NA"
"1700080G11Rik",0,0.02,1.92,"      NA"
"9330178D15Rik",0.05,0.03,1.92,"      NA"
"Tmprss13",0.11,0.04,1.92,"      NA"
"Olfr1432",0.03,0.03,1.92,"      NA"
"Lypd8",0.11,0.03,1.92,"      NA"
"Krtap7-1",0,0.01,1.92,"      NA"
"Vmn1r40",0,0.01,1.92,"      NA"
"Defb47",0.02,0.02,1.92,"      NA"
"Rhox4b",0,0.02,1.92,"      NA"
"Akr1c12",0,0.04,1.92,"      NA"
"Krt13",0,0.02,1.92,"      NA"
"3830417A13Rik",0.03,0.02,1.92,"      NA"
"Vmn2r22",0.09,0.03,1.92,"      NA"
"Klk7",0,0.02,1.92,"      NA"
"Olfr809",0,0.03,1.91,"      NA"
"Olfr898",0.07,0.03,1.91,"      NA"
"Ghrhr",0,0.02,1.91,"      NA"
