"Gene","Bead","Sup","Enrichment","P"
"Olfr48",0,0.02,-2.47,"      NA"
"Gm13869",0,0.02,-2.47,"      NA"
"n-R5s201",0,0.02,-2.47,"      NA"
"Fshb",0,0.02,-2.47,"      NA"
"Gm27449",0,0.02,-2.47,"      NA"
"Rps13-ps6",0,0.02,-2.47,"      NA"
"Gm25026",0,0.02,-2.47,"      NA"
"Gm14107",0,0.02,-2.47,"      NA"
"Wfdc11",0,0.02,-2.47,"      NA"
"Gm14343",0,0.02,-2.47,"      NA"
"Gm9005",0,0.02,-2.47,"      NA"
"Gm9009",0,0.02,-2.47,"      NA"
"Gm3880",0,0.02,-2.47,"      NA"
"1700031F05Rik",0,0.02,-2.47,"      NA"
"Gm14860",0,0.02,-2.47,"      NA"
"Gm5127",0,0.02,-2.47,"      NA"
"Gm14927",0,0.02,-2.47,"      NA"
"Gm15016",0,0.02,-2.47,"      NA"
"Gm15002",0,0.02,-2.47,"      NA"
"Rprl2",0,0.02,-2.47,"      NA"
"Gm38324",0,0.02,-2.47,"      NA"
"Gm37652",0,0.02,-2.47,"      NA"
"Gm38509",0,0.02,-2.47,"      NA"
"C130075A20Rik",0,0.02,-2.47,"      NA"
"4933417G07Rik",0,0.02,-2.47,"      NA"
"Gm38233",0,0.02,-2.47,"      NA"
"Gm37240",0,0.02,-2.47,"      NA"
"4731419I09Rik",0,0.02,-2.47,"      NA"
"Gm4450",0,0.02,-2.47,"      NA"
"Hao2",0,0.02,-2.47,"      NA"
"Tpt1-ps1",0,0.02,-2.47,"      NA"
"Gm43245",0,0.02,-2.47,"      NA"
"Gm42681",0,0.02,-2.47,"      NA"
"Chil6",0,0.02,-2.47,"      NA"
"2010016I18Rik",0,0.02,-2.47,"      NA"
"Gm43158",0,0.02,-2.47,"      NA"
"Gm42822",0,0.02,-2.47,"      NA"
"4930425O10Rik",0,0.02,-2.47,"      NA"
"Gm24406",0,0.02,-2.47,"      NA"
"Gm16233",0,0.02,-2.47,"      NA"
"Rpl29-ps1",0,0.02,-2.47,"      NA"
"Fhl5",0,0.02,-2.47,"      NA"
"Gm12753",0,0.02,-2.47,"      NA"
"Gm12363",0,0.02,-2.47,"      NA"
"Gm12492",0,0.02,-2.47,"      NA"
"Gm11211",0,0.02,-2.47,"      NA"
"Gm5860",0,0.02,-2.47,"      NA"
"Gm12604",0,0.02,-2.47,"      NA"
"Gm12798",0,0.02,-2.47,"      NA"
"Gm12838",0,0.02,-2.47,"      NA"
"Gm12871",0,0.02,-2.47,"      NA"
"Gm12977",0,0.02,-2.47,"      NA"
"Vmn2r-ps20",0,0.02,-2.47,"      NA"
"Ube4bos2",0,0.02,-2.47,"      NA"
"Gm13117",0,0.02,-2.47,"      NA"
"Gm42597",0,0.02,-2.47,"      NA"
"Gnat3",0,0.02,-2.47,"      NA"
"Gm3527",0,0.02,-2.47,"      NA"
"Gm43169",0,0.02,-2.47,"      NA"
"Snord93",0,0.02,-2.47,"      NA"
"Gm21680",0,0.02,-2.47,"      NA"
"Gm43755",0,0.02,-2.47,"      NA"
"Mir3473e",0,0.02,-2.47,"      NA"
"Gm2623",0,0.02,-2.47,"      NA"
"Nkx3-2",0,0.02,-2.47,"      NA"
"Gm43320",0,0.02,-2.47,"      NA"
"Gm43046",0,0.02,-2.47,"      NA"
"Gm24346",0,0.02,-2.47,"      NA"
"Gm42737",0,0.02,-2.47,"      NA"
"Gm43842",0,0.02,-2.47,"      NA"
"Gm43373",0,0.02,-2.47,"      NA"
"Gsx2",0,0.02,-2.47,"      NA"
"Gm42803",0,0.02,-2.47,"      NA"
"Tmprss11e",0,0.02,-2.47,"      NA"
"Dspp",0,0.02,-2.47,"      NA"
"Aym1",0,0.02,-2.47,"      NA"
"Gm15637",0,0.02,-2.47,"      NA"
"Gm43756",0,0.02,-2.47,"      NA"
"Gm42993",0,0.02,-2.47,"      NA"
"Asz1",0,0.02,-2.47,"      NA"
"Gm43168",0,0.02,-2.47,"      NA"
"Gm20445",0,0.02,-2.47,"      NA"
"Gm18980",0,0.02,-2.47,"      NA"
"Gm44113",0,0.02,-2.47,"      NA"
"Gm44241",0,0.02,-2.47,"      NA"
"Gm34312",0,0.02,-2.47,"      NA"
"Gm44981",0,0.02,-2.47,"      NA"
"Gm7924",0,0.02,-2.47,"      NA"
"Gm44317",0,0.02,-2.47,"      NA"
"Gm44120",0,0.02,-2.47,"      NA"
"Gm22362",0,0.02,-2.47,"      NA"
"Gm43931",0,0.02,-2.47,"      NA"
"Smco2",0,0.02,-2.47,"      NA"
"1700047O18Rik",0,0.02,-2.47,"      NA"
"Gm29638",0,0.02,-2.47,"      NA"
"Ovol3",0,0.02,-2.47,"      NA"
"Gm22638",0,0.02,-2.47,"      NA"
"1700025L06Rik",0,0.02,-2.47,"      NA"
"Gm16478",0,0.02,-2.47,"      NA"
"Gm34272",0,0.02,-2.47,"      NA"
"Gm18988",0,0.02,-2.47,"      NA"
"Gm44690",0,0.02,-2.47,"      NA"
"C130083A15Rik",0,0.02,-2.47,"      NA"
"Gm45202",0,0.02,-2.47,"      NA"
"Gm44931",0,0.02,-2.47,"      NA"
"3110009M11Rik",0,0.02,-2.47,"      NA"
"Gm44826",0,0.02,-2.47,"      NA"
"Gm45174",0,0.02,-2.47,"      NA"
"Gm45130",0,0.02,-2.47,"      NA"
"Gm8309",0,0.02,-2.47,"      NA"
"Olfr654",0,0.02,-2.47,"      NA"
"Olfr510",0,0.02,-2.47,"      NA"
"Gm33586",0,0.02,-2.47,"      NA"
"Gm44987",0,0.02,-2.47,"      NA"
"2200002A13Rik",0,0.02,-2.47,"      NA"
"Mir7061",0,0.02,-2.47,"      NA"
"Gm9930",0,0.02,-2.47,"      NA"
"Gm48326",0,0.02,-2.47,"      NA"
"Gm9535",0,0.02,-2.47,"      NA"
"Gm4922",0,0.02,-2.47,"      NA"
"Gm48537",0,0.02,-2.47,"      NA"
"Gm2539",0,0.02,-2.47,"      NA"
"C920009B18Rik",0,0.02,-2.47,"      NA"
"Gm26585",0,0.02,-2.47,"      NA"
"Gm6893",0,0.02,-2.47,"      NA"
"Gm23757",0,0.02,-2.47,"      NA"
"Gm47719",0,0.02,-2.47,"      NA"
"Gm15666",0,0.02,-2.47,"      NA"
"Gm36935",0,0.02,-2.47,"      NA"
"Gm47958",0,0.02,-2.47,"      NA"
"Gm38403",0,0.02,-2.47,"      NA"
"Gm19169",0,0.02,-2.47,"      NA"
"Gm44844",0,0.02,-2.47,"      NA"
"Gm15350",0,0.02,-2.47,"      NA"
"Defb14",0,0.02,-2.47,"      NA"
"9130214F15Rik",0,0.02,-2.47,"      NA"
"Gm45745",0,0.02,-2.47,"      NA"
"Gm45580",0,0.02,-2.47,"      NA"
"5430403N17Rik",0,0.02,-2.47,"      NA"
"Gm45537",0,0.02,-2.47,"      NA"
"Gm19269",0,0.02,-2.47,"      NA"
"Gm45635",0,0.02,-2.47,"      NA"
"Adgrg5",0,0.02,-2.47,"      NA"
"Gm31224",0,0.02,-2.47,"      NA"
"Gm22063",0,0.02,-2.47,"      NA"
"Gm45834",0,0.02,-2.47,"      NA"
"Gm45856",0,0.02,-2.47,"      NA"
"Gm47764",0,0.02,-2.47,"      NA"
"Gm5456",0,0.02,-2.47,"      NA"
"Csnk2a1-ps1",0,0.02,-2.47,"      NA"
"Hesx1",0,0.02,-2.47,"      NA"
"Gm28651",0,0.02,-2.47,"      NA"
"9230112D13Rik",0,0.02,-2.47,"      NA"
"Gm48986",0,0.02,-2.47,"      NA"
"Rnase10",0,0.02,-2.47,"      NA"
"Olfr1510",0,0.02,-2.47,"      NA"
"Traj27",0,0.02,-2.47,"      NA"
"Gm48964",0,0.02,-2.47,"      NA"
"Gm23811",0,0.02,-2.47,"      NA"
"Gm47317",0,0.02,-2.47,"      NA"
"Gm7904",0,0.02,-2.47,"      NA"
"Gm47638",0,0.02,-2.47,"      NA"
"Gm48858",0,0.02,-2.47,"      NA"
"Gm27164",0,0.02,-2.47,"      NA"
"7630403G23Rik",0,0.02,-2.47,"      NA"
"Gm48742",0,0.02,-2.47,"      NA"
"D630033O11Rik",0,0.02,-2.47,"      NA"
"Apoa5",0,0.02,-2.47,"      NA"
"Gm37234",0,0.02,-2.47,"      NA"
"Bcl2l10",0,0.02,-2.47,"      NA"
"Gm47147",0,0.02,-2.47,"      NA"
"Gm34397",0,0.02,-2.47,"      NA"
"Gm9451",0,0.02,-2.47,"      NA"
"Gm43814",0,0.02,-2.47,"      NA"
"C230053D17Rik",0,0.02,-2.47,"      NA"
"Gm11965",0,0.02,-2.47,"      NA"
"Gm16141",0,0.02,-2.47,"      NA"
"Timd4",0,0.02,-2.47,"      NA"
"Gm12226",0,0.02,-2.47,"      NA"
"Olfr316",0,0.02,-2.47,"      NA"
"Gm12271",0,0.02,-2.47,"      NA"
"Spem2",0,0.02,-2.47,"      NA"
"Olfr405-ps1",0,0.02,-2.47,"      NA"
"Gm45027",0,0.02,-2.47,"      NA"
"Ccl4",0,0.02,-2.47,"      NA"
"Bcas3os1",0,0.02,-2.47,"      NA"
"Gm11497",0,0.02,-2.47,"      NA"
"Mir6928",0,0.02,-2.47,"      NA"
"Gm11707",0,0.02,-2.47,"      NA"
"Olfr1397-ps1",0,0.02,-2.47,"      NA"
"Cd300ld3",0,0.02,-2.47,"      NA"
"Gm48496",0,0.02,-2.47,"      NA"
"Gm11307",0,0.02,-2.47,"      NA"
"Gm48567",0,0.02,-2.47,"      NA"
"Snora47",0,0.02,-2.47,"      NA"
"Gm33447",0,0.02,-2.47,"      NA"
"Actbl2",0,0.02,-2.47,"      NA"
"Gm47827",0,0.02,-2.47,"      NA"
"Gm48558",0,0.02,-2.47,"      NA"
"Gm9237",0,0.02,-2.47,"      NA"
"Gm49372",0,0.02,-2.47,"      NA"
"Gm47948",0,0.02,-2.47,"      NA"
"Gm48137",0,0.02,-2.47,"      NA"
"Gm6125",0,0.02,-2.47,"      NA"
"Gm24859",0,0.02,-2.47,"      NA"
"Gm48358",0,0.02,-2.47,"      NA"
"5830428M24Rik",0,0.02,-2.47,"      NA"
"Gm47767",0,0.02,-2.47,"      NA"
"Gm47666",0,0.02,-2.47,"      NA"
"Gm47819",0,0.02,-2.47,"      NA"
"Gm17138",0,0.02,-2.47,"      NA"
"3200001D21Rik",0,0.02,-2.47,"      NA"
"Gm25776",0,0.02,-2.47,"      NA"
"Gm2800",0,0.02,-2.47,"      NA"
"Mir370",0,0.02,-2.47,"      NA"
"Gm27299",0,0.02,-2.47,"      NA"
"Gm36635",0,0.02,-2.47,"      NA"
"Gm34093",0,0.02,-2.47,"      NA"
"Gm17271",0,0.02,-2.47,"      NA"
"Gm49520",0,0.02,-2.47,"      NA"
"AC113595.1",0,0.02,-2.47,"      NA"
"Rapgef3os1",0,0.02,-2.47,"      NA"
"Gm49495",0,0.02,-2.47,"      NA"
"Gm21917",0,0.02,-2.47,"      NA"
"Gm36026",0,0.02,-2.47,"      NA"
"Gm5767",0,0.02,-2.47,"      NA"
"Gm49624",0,0.02,-2.47,"      NA"
"Gm49546",0,0.02,-2.47,"      NA"
"Gm49577",0,0.02,-2.47,"      NA"
"Gm49575",0,0.02,-2.47,"      NA"
"Gm15692",0,0.02,-2.47,"      NA"
"Mrap",0,0.02,-2.47,"      NA"
"Gm49626",0,0.02,-2.47,"      NA"
"Kcne1",0,0.02,-2.47,"      NA"
"Gm49961",0,0.02,-2.47,"      NA"
"Gm15971",0,0.02,-2.47,"      NA"
"Gm9242",0,0.02,-2.47,"      NA"
"Gm34035",0,0.02,-2.47,"      NA"
"Gm24589",0,0.02,-2.47,"      NA"
"Gm3946",0,0.02,-2.47,"      NA"
"Gm15458",0,0.02,-2.47,"      NA"
"Gm50249",0,0.02,-2.47,"      NA"
"Tnf",0,0.02,-2.47,"      NA"
"Gm9577",0,0.02,-2.47,"      NA"
"C330011F03Rik",0,0.02,-2.47,"      NA"
"Nudt12os",0,0.02,-2.47,"      NA"
"Gm9300",0,0.02,-2.47,"      NA"
"Gm17133",0,0.02,-2.47,"      NA"
"Gm9288",0,0.02,-2.47,"      NA"
"Gm49904",0,0.02,-2.47,"      NA"
"Gm38220",0,0.02,-2.47,"      NA"
"n-R5s29",0,0.02,-2.47,"      NA"
"Gm50064",0,0.02,-2.47,"      NA"
"Gm49968",0,0.02,-2.47,"      NA"
"Gm37751",0,0.02,-2.47,"      NA"
"Gm19035",0,0.02,-2.47,"      NA"
"Gm8468",0,0.02,-2.47,"      NA"
"1700034E13Rik",0,0.02,-2.47,"      NA"
"Mir7220",0,0.02,-2.47,"      NA"
"Gm22567",0,0.02,-2.47,"      NA"
"Gm50143",0,0.02,-2.47,"      NA"
"Gm26202",0,0.02,-2.47,"      NA"
"Gm50434",0,0.02,-2.47,"      NA"
"Gm50251",0,0.02,-2.47,"      NA"
"2410152P15Rik",0,0.02,-2.47,"      NA"
"Gm6684",0,0.02,-2.47,"      NA"
"Mir1192",0,0.02,-2.47,"      NA"
"Gm47773",0,0.02,-2.47,"      NA"
"F530104D19Rik",0,0.02,-2.47,"      NA"
"Gm24400",0,0.02,-2.47,"      NA"
"Gm35183",0,0.02,-2.47,"      NA"
"Gm29594",0,0.02,-2.47,"      NA"
"Gm50319",0,0.02,-2.47,"      NA"
"Gm6990",0,0.02,-2.47,"      NA"
"Gm18999",0,0.02,-2.47,"      NA"
"mt-Ts2",0,0.02,-2.47,"      NA"
"Lkaaear1",0.02,0.08,-2.48,"      NA"
"Gm11224",0.02,0.08,-2.48,"      NA"
"Gm37403",0.02,0.07,-2.48,"      NA"
"Trat1",0.02,0.07,-2.48,"      NA"
"Gm15734",0.02,0.1,-2.48,"      NA"
"Cryba1",0.02,0.1,-2.48,"      NA"
"Mir466i",0.02,0.1,-2.48,"      NA"
"Gm5841",0.03,0.09,-2.48,"      NA"
"Gfy",0.03,0.09,-2.48,"      NA"
"Gm15455",0.01,0.06,-2.49,"      NA"
"Gm25541",0.01,0.06,-2.49,"      NA"
"Gm17147",0.01,0.06,-2.49,"      NA"
"Calhm4",0.01,0.06,-2.49,"      NA"
"Krt33a",0.01,0.06,-2.49,"      NA"
"9230104M06Rik",0.01,0.06,-2.49,"      NA"
"Gm22388",0.01,0.06,-2.49,"      NA"
"Gm11335",0.01,0.05,-2.5,"      NA"
"Neurog1",0.01,0.05,-2.5,"      NA"
"Gm49524",0.01,0.05,-2.5,"      NA"
"Gm45353",0.04,0.11,-2.51,"      NA"
"Xlr4b",0.02,0.08,-2.51,"      NA"
"Gm14124",0.01,0.04,-2.51,"      NA"
"Gm26107",0.01,0.04,-2.51,"      NA"
"Gm11841",0.01,0.04,-2.51,"      NA"
"Gm10048",0.01,0.04,-2.51,"      NA"
"Gm43541",0.01,0.04,-2.51,"      NA"
"Hoxaas2",0.01,0.04,-2.51,"      NA"
"Gm20715",0.01,0.04,-2.51,"      NA"
"Gm29442",0.01,0.04,-2.51,"      NA"
"Snord34",0.01,0.04,-2.51,"      NA"
"Gm45073",0.01,0.04,-2.51,"      NA"
"Gm5362",0.01,0.04,-2.51,"      NA"
"Gm46102",0.01,0.04,-2.51,"      NA"
"Gm16142",0.01,0.04,-2.51,"      NA"
"St6galnac2",0.1,0.23,-2.51,"      NA"
"St6galnac2",0.01,0.04,-2.51,"      NA"
"Gm7947",0.01,0.04,-2.51,"      NA"
"Gm5500",0.01,0.04,-2.51,"      NA"
"Gm25301",0.01,0.04,-2.51,"      NA"
"Chrna2",0.02,0.07,-2.52,"      NA"
"Gm11973",0.02,0.07,-2.52,"      NA"
"Gm12247",0.02,0.07,-2.52,"      NA"
"Gm36550",0.02,0.07,-2.52,"      NA"
"Gm17225",0.02,0.1,-2.52,"      NA"
"Gm37862",0,0.04,-2.52,"      NA"
"Mir149",0,0.04,-2.52,"      NA"
"Gm18875",0,0.04,-2.52,"      NA"
"Gm29427",0,0.04,-2.52,"      NA"
"Gm37333",0,0.04,-2.52,"      NA"
"Gm37644",0,0.04,-2.52,"      NA"
"Gm37334",0,0.04,-2.52,"      NA"
"A930006I01Rik",0,0.04,-2.52,"      NA"
"Gm36995",0,0.04,-2.52,"      NA"
"9530022L04Rik",0,0.04,-2.52,"      NA"
"Gm38244",0,0.04,-2.52,"      NA"
"Gm26544",0,0.04,-2.52,"      NA"
"Gm13259",0,0.04,-2.52,"      NA"
"Gm13028",0,0.04,-2.52,"      NA"
"Gm43175",0,0.04,-2.52,"      NA"
"Gm20756",0,0.04,-2.52,"      NA"
"Gm38320",0,0.04,-2.52,"      NA"
"Clec4n",0,0.04,-2.52,"      NA"
"Gm23547",0,0.04,-2.52,"      NA"
"Gm50477",0,0.04,-2.52,"      NA"
"Gm38340",0,0.04,-2.52,"      NA"
"Gm47698",0,0.04,-2.52,"      NA"
"Gm48372",0,0.04,-2.52,"      NA"
"Gm47718",0,0.04,-2.52,"      NA"
"Olfr800",0,0.04,-2.52,"      NA"
"Rps23rg1",0,0.04,-2.52,"      NA"
"D030051J21Rik",0,0.04,-2.52,"      NA"
"Gm11719",0,0.04,-2.52,"      NA"
"4930428E07Rik",0,0.04,-2.52,"      NA"
"Gm11042",0,0.04,-2.52,"      NA"
"Gm49247",0,0.04,-2.52,"      NA"
"Gm49233",0,0.04,-2.52,"      NA"
"Gm27153",0,0.04,-2.52,"      NA"
"Gm15808",0,0.04,-2.52,"      NA"
"Gm49683",0,0.04,-2.52,"      NA"
"Zscan10",0,0.04,-2.52,"      NA"
"Gm16147",0,0.04,-2.52,"      NA"
"Gm26960",0.01,0.05,-2.53,"      NA"
"Rpl32-ps",0.01,0.05,-2.53,"      NA"
"Gm36423",0.01,0.05,-2.53,"      NA"
"C1s2",0.02,0.06,-2.53,"      NA"
"Gm49625",0.02,0.06,-2.53,"      NA"
"Gm8225",0.02,0.06,-2.53,"      NA"
"Gm31406",0.01,0.04,-2.53,"      NA"
"Gm9431",0.01,0.04,-2.53,"      NA"
"Asb12",0.01,0.04,-2.53,"      NA"
"Gm10723",0.01,0.04,-2.53,"      NA"
"Cer1",0.01,0.04,-2.53,"      NA"
"F830115B05Rik",0.01,0.04,-2.53,"      NA"
"Gm13717",0.01,0.04,-2.53,"      NA"
"Vmn1r-ps15",0.01,0.04,-2.53,"      NA"
"Zim3",0.01,0.04,-2.53,"      NA"
"Msx3",0.01,0.04,-2.53,"      NA"
"Gm22803",0.01,0.04,-2.53,"      NA"
"Gm45269",0.01,0.04,-2.53,"      NA"
"Gm38215",0.01,0.04,-2.53,"      NA"
"Rps2-ps4",0.01,0.04,-2.53,"      NA"
"Gm12320",0.01,0.04,-2.53,"      NA"
"Sectm1a",0.01,0.04,-2.53,"      NA"
"Gm48574",0.01,0.04,-2.53,"      NA"
"5430437J10Rik",0.01,0.04,-2.53,"      NA"
"2210409D07Rik",0.01,0.04,-2.53,"      NA"
"Gm37800",0.01,0.04,-2.54,"      NA"
"Gm37965",0.01,0.04,-2.54,"      NA"
"Gm15550",0.01,0.04,-2.54,"      NA"
"Vmn1r32",0.01,0.04,-2.54,"      NA"
"Gm1965",0.01,0.04,-2.54,"      NA"
"Gm43633",0.01,0.04,-2.54,"      NA"
"Gm45331",0.01,0.04,-2.54,"      NA"
"Gm17028",0.01,0.04,-2.54,"      NA"
"Gm2956",0.01,0.04,-2.54,"      NA"
"Gm28182",0.01,0.04,-2.54,"      NA"
"Kdm6bos",0.01,0.04,-2.54,"      NA"
"Gm11790",0.01,0.04,-2.54,"      NA"
"Hist1h2bp",0.01,0.04,-2.54,"      NA"
"Gm46339",0.01,0.04,-2.54,"      NA"
"Ighg1",0.01,0.04,-2.54,"      NA"
"Gm50017",0.01,0.04,-2.54,"      NA"
"Gm25667",0.01,0.04,-2.54,"      NA"
"Gm20491",0.01,0.04,-2.54,"      NA"
"Gm28563",0.02,0.08,-2.54,"      NA"
"4930444F02Rik",0.01,0.05,-2.55,"      NA"
"Gm6980",0.01,0.05,-2.55,"      NA"
"Topaz1",0.01,0.05,-2.55,"      NA"
"Gm2581",0.01,0.05,-2.55,"      NA"
"Gm34967",0.01,0.05,-2.55,"      NA"
"Gm29570",0.01,0.06,-2.57,"      NA"
"Folr1",0.01,0.06,-2.57,"      NA"
"4930429P21Rik",0.01,0.06,-2.57,"      NA"
"Gm15579",0.02,0.1,-2.58,"      NA"
"Tmem235",0.02,0.1,-2.58,"      NA"
"Gm28438",0,0.04,-2.59,"      NA"
"1810006J02Rik",0,0.04,-2.59,"      NA"
"Lhx4",0,0.04,-2.59,"      NA"
"4930551L18Rik",0,0.04,-2.59,"      NA"
"Gm13055",0,0.04,-2.59,"      NA"
"2900064K03Rik",0,0.04,-2.59,"      NA"
"Gm42759",0,0.04,-2.59,"      NA"
"Ube2d2b",0,0.04,-2.59,"      NA"
"Gm44354",0,0.04,-2.59,"      NA"
"Gm44679",0,0.04,-2.59,"      NA"
"Gm19801",0,0.04,-2.59,"      NA"
"Rnase13",0,0.04,-2.59,"      NA"
"Cpt1b",0,0.04,-2.59,"      NA"
"Gm29819",0,0.04,-2.59,"      NA"
"Gm17080",0,0.04,-2.59,"      NA"
"Gm15577",0.02,0.09,-2.59,"      NA"
"Gimap3",0.01,0.07,-2.59,"      NA"
"Gm45416",0.01,0.07,-2.59,"      NA"
"1700003D09Rik",0.01,0.07,-2.59,"      NA"
"Gm22661",0.01,0.07,-2.59,"      NA"
"Cldn20",0.01,0.07,-2.59,"      NA"
"Gm50152",0.03,0.1,-2.59,"      NA"
"Gm28809",0.02,0.1,-2.59,"      NA"
"Gm45264",0.02,0.1,-2.59,"      NA"
"Gm49024",0.02,0.1,-2.61,"      NA"
"AC102368.2",0.01,0.07,-2.61,"      NA"
"Tbx20",0.01,0.07,-2.61,"      NA"
"Gm12224",0.01,0.07,-2.61,"      NA"
"Gm32089",0.01,0.07,-2.61,"      NA"
"Gm38381",0.02,0.07,-2.61,"      NA"
"Rtl3",0.03,0.1,-2.61,"      NA"
"Gm47650",0.01,0.06,-2.62,"      NA"
"Gm50277",0.01,0.06,-2.62,"      NA"
"Gckr",0.02,0.07,-2.62,"      NA"
"Cdrt4",0.03,0.1,-2.62,"      NA"
"Gm16574",0.03,0.1,-2.62,"      NA"
"Gm38085",0.01,0.04,-2.63,"      NA"
"Gm14123",0.01,0.04,-2.63,"      NA"
"Gm26465",0.01,0.04,-2.63,"      NA"
"Spag17os",0.01,0.04,-2.63,"      NA"
"Gm43367",0.01,0.04,-2.63,"      NA"
"Gm7075",0.01,0.04,-2.63,"      NA"
"Gja3",0.01,0.04,-2.63,"      NA"
"Gm11954",0.01,0.04,-2.63,"      NA"
"Gm16863",0.01,0.04,-2.63,"      NA"
"Gm50275",0.01,0.04,-2.63,"      NA"
"Pcsk2os2",0.02,0.08,-2.63,"      NA"
"Spn",0.02,0.08,-2.63,"      NA"
"Gm10857",0.01,0.06,-2.64,"      NA"
"Gm43064",0.01,0.06,-2.64,"      NA"
"Fam3b",0.01,0.06,-2.64,"      NA"
"Ms4a6c",0.01,0.06,-2.64,"      NA"
"Gm13403",0.01,0.07,-2.65,"      NA"
"Rbp7",0.01,0.07,-2.65,"      NA"
"Klk1b27",0.01,0.07,-2.65,"      NA"
"Gm9978",0.01,0.07,-2.65,"      NA"
"Gm34678",0.01,0.07,-2.65,"      NA"
"Txndc2",0.01,0.07,-2.65,"      NA"
"Gm43485",0.01,0.07,-2.66,"      NA"
"Snord58b",0.01,0.07,-2.66,"      NA"
"Gm47430",0.02,0.09,-2.69,"      NA"
"Il1b",0.01,0.05,-2.7,"      NA"
"9530003J23Rik",0.01,0.05,-2.7,"      NA"
"Mir1946b",0.01,0.05,-2.7,"      NA"
"Gm26693",0.01,0.05,-2.7,"      NA"
"Gm37718",0,0.05,-2.71,"      NA"
"2210411M09Rik",0,0.05,-2.71,"      NA"
"Gm37349",0,0.05,-2.71,"      NA"
"Gm42615",0,0.05,-2.71,"      NA"
"Smr3a",0,0.05,-2.71,"      NA"
"Gm44190",0,0.05,-2.71,"      NA"
"Gm17141",0,0.05,-2.71,"      NA"
"Gm5431",0,0.05,-2.71,"      NA"
"Vmn1r-ps109",0,0.05,-2.71,"      NA"
"Gm48139",0,0.05,-2.71,"      NA"
"Gm18519",0,0.05,-2.71,"      NA"
"Gm35060",0,0.05,-2.71,"      NA"
"Fam83e",0.02,0.07,-2.71,"      NA"
"Gm35288",0.02,0.07,-2.71,"      NA"
"Ccdc188",0.02,0.07,-2.71,"      NA"
"Ckb-ps2",0.02,0.07,-2.71,"      NA"
"Fcamr",0.01,0.05,-2.71,"      NA"
"Gm26736",0.01,0.05,-2.71,"      NA"
"Ddx43",0.01,0.05,-2.71,"      NA"
"Gm48582",0.01,0.05,-2.71,"      NA"
"Gm16050",0.01,0.05,-2.71,"      NA"
"Cdk19os",0.02,0.07,-2.71,"      NA"
"Gm49542",0.02,0.07,-2.71,"      NA"
"Gm15539",0.02,0.07,-2.71,"      NA"
"Gm42890",0.02,0.12,-2.71,"      NA"
"Gm6871",0.02,0.13,-2.72,"      NA"
"Gm27197",0.01,0.05,-2.72,"      NA"
"Gm43206",0.01,0.05,-2.72,"      NA"
"Fcrl5",0.01,0.05,-2.72,"      NA"
"Lrrc69",0.01,0.05,-2.72,"      NA"
"Gm13007",0.01,0.05,-2.72,"      NA"
"4930467D21Rik",0.01,0.05,-2.72,"      NA"
"Gm43397",0.01,0.05,-2.72,"      NA"
"Kbtbd8os",0.01,0.05,-2.72,"      NA"
"Gm44799",0.01,0.05,-2.72,"      NA"
"Mir142hg",0.01,0.05,-2.72,"      NA"
"Cep112it",0.01,0.05,-2.72,"      NA"
"Gm5447",0.01,0.05,-2.72,"      NA"
"Pln",0.01,0.07,-2.72,"      NA"
"Gm49695",0.03,0.12,-2.73,"      NA"
"Gm29764",0.01,0.07,-2.74,"      NA"
"Gm18842",0.01,0.07,-2.74,"      NA"
"Gm37894",0.01,0.08,-2.74,"      NA"
"Gm11479",0.01,0.08,-2.74,"      NA"
"1700020A23Rik",0.02,0.1,-2.74,"      NA"
"Dipk2b",0.02,0.1,-2.74,"      NA"
"Gm43140",0.03,0.1,-2.74,"      NA"
"Gm44027",0,0.04,-2.75,"      NA"
"Nxpe5",0,0.04,-2.75,"      NA"
"Gm47702",0,0.04,-2.75,"      NA"
"Ccl3",0,0.04,-2.75,"      NA"
"4930528D03Rik",0,0.04,-2.75,"      NA"
"Gm34304",0,0.04,-2.75,"      NA"
"Lypd2",0,0.04,-2.75,"      NA"
"Gm6020",0,0.04,-2.75,"      NA"
"Gm43612",0.01,0.05,-2.76,"      NA"
"Gm12631",0.01,0.05,-2.76,"      NA"
"Gm26807",0.01,0.05,-2.76,"      NA"
"Gm45016",0.01,0.05,-2.76,"      NA"
"Gm14372",0.01,0.05,-2.76,"      NA"
"Gm6625",0.01,0.05,-2.76,"      NA"
"Gm8108",0.01,0.05,-2.76,"      NA"
"Gm20745",0.01,0.05,-2.76,"      NA"
"Gm28085",0.01,0.05,-2.76,"      NA"
"Gm25186",0.01,0.05,-2.76,"      NA"
"B230220B15Rik",0.01,0.05,-2.76,"      NA"
"Gm45352",0.01,0.05,-2.76,"      NA"
"Gm37357",0.03,0.1,-2.76,"      NA"
"BC028528",0.02,0.12,-2.76,"      NA"
"Gm49512",0.01,0.09,-2.78,"      NA"
"Gm34922",0.02,0.13,-2.78,"      NA"
"Gm10754",0.02,0.12,-2.79,"      NA"
"Tmem82",0.03,0.12,-2.79,"      NA"
"Itgb6",0.01,0.05,-2.8,"      NA"
"Gm16751",0.01,0.05,-2.8,"      NA"
"Kcnk15",0.01,0.05,-2.8,"      NA"
"Gpr171",0.01,0.05,-2.8,"      NA"
"Vmn2r-ps3",0.01,0.05,-2.8,"      NA"
"Vmn2r-ps24",0.01,0.05,-2.8,"      NA"
